No.,URL,観光地名,最初の画像のURL,緯度,経度,エリア名,カテゴリー,条件,タグ,季節情報,開催期間,基本情報の備考欄,分類
437,https://niigata-kankou.or.jp/spot/10026,田中ぶどう園,https://niigata-kankou.or.jp/image/rendering/attraction_image/19191/trim.900/3/2?v=e5728526397751b83e940294ff8b25795e255c3b,37.961879,139.268478,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1日～10月中旬,情報がありません,フルーツ・野菜収穫
439,https://niigata-kankou.or.jp/spot/43770,山本ぶどう園,https://niigata-kankou.or.jp/image/rendering/attraction_image/123694/trim.900/3/2?v=e091fb5e3d9081fc22ca81887631fe7920a5c229,37.14764409673726,138.38750638728027,妙高・上越・糸魚川エリア,"フルーツ・野菜収穫, 市場・産直",情報なし,情報なし,情報がありません,２０２３年９月下旬（予定）まで,情報がありません,フルーツ・野菜収穫
443,https://niigata-kankou.or.jp/spot/5679,村川観光栗園【栗・サツマイモ】,https://niigata-kankou.or.jp/image/rendering/attraction_image/8626/trim.900/3/2?v=5186e6c4df6885652d08ac671ba45b4a580c5ab1,37.6726031,139.1696721,新潟・阿賀エリア,"フルーツ・野菜収穫, 農家レストラン","夫婦, 女性, ファミリー","味覚狩り, 栗拾い, サツマイモ掘り",情報がありません,2023年9月中旬～10月中旬,"軍手や長靴（汚れてもいい靴）などは各自ご準備ください。_x000D_
もちつきは中止しています。",フルーツ・野菜収穫
444,https://niigata-kankou.or.jp/spot/5604,白根大郷梨中村観光果樹園,https://niigata-kankou.or.jp/image/rendering/attraction_image/8689/trim.900/3/2?v=c31c22b1c6d70aa2e6863cfbe902d1af89fb4d48,37.80525726,139.0570431,新潟・阿賀エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, 梨狩り, ぶどう狩り, 桃狩り",情報がありません,2023年7月中旬～11月上旬,休憩所完備（雨天OK）,フルーツ・野菜収穫
447,https://niigata-kankou.or.jp/spot/5600,池田観光果樹園,https://niigata-kankou.or.jp/image/rendering/attraction_image/8740/trim.900/3/2?v=06a20f364124b68de192cfd9d6af79c1e1445322,37.68693568,138.9839843,新潟・阿賀エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り, 梨狩り, いちご狩り",情報がありません,2023年2月11日（土曜日）～6月下旬,"送迎を希望される方はお問い合わせください_x000D_
休憩所完備（雨天OK）",フルーツ・野菜収穫
453,https://niigata-kankou.or.jp/spot/10018,岩渕伸果園,https://niigata-kankou.or.jp/image/rendering/attraction_image/26615/trim.900/3/2?v=13572e98bf4da67e354c001e318746919ae25e47,37.971293,139.272518,村上・新発田エリア,"グルメ・ガストロノミー, フルーツ・野菜収穫","夫婦, 女性, ファミリー","味覚狩り, さくらんぼ狩り",情報がありません,情報がありません,情報がありません,フルーツ・野菜収穫
459,https://niigata-kankou.or.jp/spot/9895,丸渕観光わらび園,https://niigata-kankou.or.jp/image/rendering/attraction_image/13899/trim.900/3/2?v=99dd05216d3b049f3c7fcdc8421cfefb4e1329f0,37.5642132,139.5291178,新潟・阿賀エリア,フルーツ・野菜収穫,"夫婦, 女性, ファミリー",情報なし,情報がありません,情報がありません,情報がありません,フルーツ・野菜収穫
460,https://niigata-kankou.or.jp/spot/11710,六日町温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/3694/trim.900/3/2?v=d7c940b837fe92358ca7f03b1eec477212e5277f,37.06663363221384,138.87551275099224,湯沢・魚沼エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"【六日町温泉】_x000D_
●泉質：ナトリウム-塩化物温泉(低張性弱アルカリ性高温泉)_x000D_
●適応症：きりきず、末梢循環障害、冷え症　ほか_x000D_
●泉温：51～53度_x000D_
【ほてる 木の芽坂】_x000D_
●泉質：単純温泉(低張性弱アルカリ性高温泉(低張性弱アルカリ性高温泉)_x000D_
●適応症：自律神経不安定症、不眠症、うつ状態",温泉・サウナ
461,https://niigata-kankou.or.jp/spot/15243,いちごはうす,https://niigata-kankou.or.jp/image/rendering/attraction_image/139758/trim.900/3/2?v=55998f54810bdf9202c0d2f3598d9690587d33ba,37.162442640029,138.73499935884,湯沢・魚沼エリア,"フルーツ・野菜収穫,食 ","夫婦, 女性, ファミリー",いちご狩り,情報がありません,2023年3月11日より営業開始（例年：2月上旬～5月中旬）,情報がありません,フルーツ・野菜収穫
469,https://niigata-kankou.or.jp/spot/13452,雪国アグリパーク　湯沢いちご村,https://niigata-kankou.or.jp/image/rendering/attraction_image/129684/trim.900/3/2?v=2c00f421f8a17df5f0ad1ba602e21e38337a7e08,36.93761931840135,138.82307333524824,湯沢・魚沼エリア,"フルーツ・野菜収穫, 食べる",情報なし,いちご狩り,情報がありません,2023年1月14日（土曜日）～6月下旬,"・ご予約はお受付できません。いちごがなくなり次第閉園となります。_x000D_
・団体でのご利用は、お電話でご連絡ください。_x000D_
・いちごの生育状況、施設の営業状況はいちご村HPのブログよりご確認いただけます。",フルーツ・野菜収穫
473,https://niigata-kankou.or.jp/spot/42518,天領盃酒造,https://niigata-kankou.or.jp/image/rendering/attraction_image/64799/trim.900/3/2?v=5ac5d83bf6d0f5d55b8432e2b78d6ffd6ecbf42b,38.0808382,138.41782710000007,佐渡エリア,"酒蔵見学, 地酒・地ビール・ワイン, おみやげ",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
479,https://niigata-kankou.or.jp/spot/7436,水の公園・福島潟水の駅「ビュー福島潟」,https://niigata-kankou.or.jp/image/rendering/attraction_image/2283/trim.900/3/2?v=9fc3623926fc8e92410ce7fac5d28624ab6cd0b3,37.914487283977365,139.23978364421634,新潟・阿賀エリア,"公園,動植物園・水族館,歴史・文化",情報なし,情報なし,情報がありません,情報がありません,情報がありません,動植物園・水族館
485,https://niigata-kankou.or.jp/spot/11589,出湯温泉（五頭温泉郷）,https://niigata-kankou.or.jp/image/rendering/attraction_image/22168/trim.900/3/2?v=610eabf111813e7157181dba2071c3f1d2a8a6d7,37.8184,139.300439,新潟・阿賀エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：含重曹単純泉
●主な効能：アトピー性皮膚炎、神経痛、筋肉痛、関節痛など
●泉温：40度",温泉・サウナ
487,https://niigata-kankou.or.jp/spot/11347,咲花温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/13458/trim.900/3/2?v=bf7662893b8b8dc6214b4e7ed81b08137b06a56c,37.736375,139.29304219999995,新潟・阿賀エリア,"温泉・宿・サウナ, 温泉地, 新潟県の桜・お花見ガイド",情報なし,咲花温泉,"新潟県の桜・お花見ガイドの最新状況: 終わり
新潟県の桜・お花見ガイドのシーズン: 4月中旬～4月下旬",情報がありません,"「咲花きなせ堤河床」_x000D_
阿賀野川を眺めながら食事も出来る高床式ウッドデッキです。",温泉・サウナ
491,https://niigata-kankou.or.jp/spot/10701,六日町八海山スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/14102/trim.900/3/2?v=f2d2569bc45d87303367646fd347aed2bf822080,37.10745458,138.9774746,湯沢・魚沼エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月23日（土曜日） オープン予定_x000D_
2024年3月31日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
492,https://niigata-kankou.or.jp/spot/10679,シャルマン火打スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/106398/trim.900/3/2?v=7b54583ec337fc70606792b2ac1ffb6f0fcba740,36.92267282,138.0681235,妙高・上越・糸魚川エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月15日（金曜日） オープン予定_x000D_
2024年5月5日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
494,https://niigata-kankou.or.jp/spot/10015,大谷農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/29898/trim.900/3/2?v=67770a947d7814e2855ca5c307de7e5c5579aef9,37.960043,139.265345,村上・新発田エリア,"フルーツ・野菜収穫, グルメ・ガストロノミー","夫婦, 女性, ファミリー","味覚狩り, ぶどう狩り, さくらんぼ狩り",情報がありません,2023年9月1日～10月中旬,"●聖籠町観光さくらんぼ園協議会員_x000D_
●聖籠町観光ぶどう園協議会員",フルーツ・野菜収穫
495,https://niigata-kankou.or.jp/spot/10030,ケンズグレープガーデン,https://niigata-kankou.or.jp/image/rendering/attraction_image/8765/trim.900/3/2?v=13d5a3f227adc27e346238a672d30fbb2ba048dc,37.958977,139.263924,村上・新発田エリア,フルーツ・野菜収穫,ユニバーサルデザイン情報有,"味覚狩り, ぶどう狩り",情報がありません,2023年8月19日（土曜日）～10月8日（日曜日）,情報がありません,フルーツ・野菜収穫
498,https://niigata-kankou.or.jp/spot/10674,斑尾高原スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/8841/trim.900/3/2?v=fa1d85e75f62550a1c6da8673569c272a5ecbfe6,36.852331,138.290505,妙高・上越・糸魚川エリア,スキー・スノーアクティビティ,託児所有,情報なし,情報がありません,"2023年12月16日（土曜日） オープン予定_x000D_
2024年3月31日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
500,https://niigata-kankou.or.jp/spot/9892,九島観光栗園,https://niigata-kankou.or.jp/image/rendering/attraction_image/10508/trim.900/3/2?v=3c345e3f3f6a8cc093ba5c36b25b6411757207ca,37.64859017,139.4799122,新潟・阿賀エリア,フルーツ・野菜収穫,"夫婦, 女性, ファミリー","味覚狩り, 栗拾い",情報がありません,2023年9月27日（水曜日）～10月中旬,情報がありません,フルーツ・野菜収穫
502,https://niigata-kankou.or.jp/spot/10109,①季節の梨狩り,https://niigata-kankou.or.jp/image/rendering/attraction_image/135581/trim.900/3/2?v=c0ad71b57b9999e2b104eef72e4b59406a268d8a,37.683135,138.968366,弥彦・燕三条エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, 梨狩り",情報がありません,2023年8月上旬～10月下旬,情報がありません,フルーツ・野菜収穫
504,https://niigata-kankou.or.jp/spot/42849,カンガス ブルーベリーファーム　ブルーベリー狩り,https://niigata-kankou.or.jp/image/rendering/attraction_image/122706/trim.900/3/2?v=898349eec0c2b08d4ed033bcc2cc82b3f35c5e8d,38.07141319999999,139.3446636,村上・新発田エリア,フルーツ・野菜収穫,情報なし,ブルーベリー狩り,情報がありません,情報がありません,摘み取り　100g　200円／販売　100g　250円,フルーツ・野菜収穫
508,https://niigata-kankou.or.jp/spot/11370,蓬平温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/153432/trim.900/3/2?v=45dd355834881515429a02b3efa4cd7468c65be0,37.36442118,138.8903048,長岡・柏崎エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"長岡の奥座敷、蓬平地区。泉質の違う3軒の宿はいずれも美肌効果抜群のお湯。地区内にある「高龍神社」は全国から商売繁盛・家内安全を祈願する参拝者が訪れます。_x000D_
和泉屋：0258-23-2231　_x000D_
福引屋：0258-23-2221_x000D_
よもやま館：0258-23-2121",温泉・サウナ
509,https://niigata-kankou.or.jp/spot/40085,長岡市営スキー場【2023年3月5日(日曜日)営業終了】,https://niigata-kankou.or.jp/image/rendering/attraction_image/153275/trim.900/3/2?v=9e02e09e8a1f9b72f761e193a940d63a811c420f,37.4152969,138.89126580000004,長岡・柏崎エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2022年12月29日(木曜日)～2023年1月9日(祝日)、14日(土曜日)～2月26日(日曜日)(1月16日からの月曜日、2月21日(火曜日)・22日(水曜日)・24日(金曜日)を除く）3月4日(土曜日)・5日(日曜日)【降雪状況により変更する場合があります】
_x000D_
休業日＝12月26日(月曜日)～12月28日(水曜日)・1月10日(火曜日)～1月13日(金曜日)・1/16(月曜日)～2月13日(月曜日)の月曜日・2月20日(月曜日)～2月22日(水曜日)・2月24日(金曜日)・2月27日(月曜日)～3月3日(金曜日)","●長岡スキー学校開校日は、営業期間の土･日･祝日･年末年始
_x000D_
●【シニアデー（60歳以上リフト無料）】_x000D_
2023年1月8日（日曜日）、2月12日（日曜日）_x000D_
●【スキーこどもの日（小学生以下リフト無料）】_x000D_
2023年1月15日（日曜日）、2月19日（日曜日）",スキー・スノーアクティビティ
512,https://niigata-kankou.or.jp/spot/43627,樽ケ橋遊園でツリーイング体験,https://niigata-kankou.or.jp/image/rendering/attraction_image/113890/trim.900/3/2?v=0ce4ac15250bedf70c93335c6d79e1986cf2b102,38.0626274,139.4532076,村上・新発田エリア,"自然体験, 動植物園・水族館","夫婦, 女性, ファミリー, 授乳室有",情報なし,情報がありません,4月～11月,"・持ち物　長袖、長ズボン、運動靴、足首の隠れる靴下_x000D_
・参加対象者　４歳以上の方_x000D_
​・未就学児の方が参加される場合、必ず保護者も１名以上ご参加ください。_x000D_
・事前予約を受け付けています。_x000D_
・また、空きがあれば当日直接会場でお申込みいただくこともできます。_x000D_
・時間帯によっては、混み合いますので、体験いただくまでお待ちいただく場合がございます。​_x000D_
・天候によっては中止となる場合があります。あらかじめご承知おきください。​_x000D_
・樽ケ橋遊園への入園料が別途発生しますのでご注意ください。",動植物園・水族館
518,https://niigata-kankou.or.jp/spot/41540,久保田農園【さくらんぼ狩り】,https://niigata-kankou.or.jp/image/rendering/attraction_image/26766/trim.900/3/2?v=d6f0b3885ee2bb91547e7cd6e98bc4c3d9b39344,37.6913462,139.06722519999994,弥彦・燕三条エリア,"フルーツ・野菜収穫, グルメ・ガストロノミー","夫婦, 女性, ファミリー","味覚狩り, さくらんぼ狩り, りんご狩り",情報がありません,2023年6月中旬～6月下旬,情報がありません,フルーツ・野菜収穫
520,https://niigata-kankou.or.jp/spot/10244,出雲崎いちご畑,https://niigata-kankou.or.jp/image/rendering/attraction_image/19447/trim.900/3/2?v=ab218af432ac6cd37a2df4728370aabf7c5eec88,37.511462,138.704796,長岡・柏崎エリア,"食べる, フルーツ・野菜収穫",情報なし,いちご狩り,情報がありません,2023年3月上旬〜５月下旬,来園前に電話等で生育状況等を確認してください。,フルーツ・野菜収穫
531,https://niigata-kankou.or.jp/spot/43595,安田興和農事イチゴ園,https://niigata-kankou.or.jp/image/rendering/attraction_image/110995/trim.900/3/2?v=fcd26527e9f2c1a372dce405982e758a6832ff2d,37.7907002,139.2427097,新潟・阿賀エリア,"フルーツ・野菜収穫, 農業体験",情報なし,いちご狩り,情報がありません,2023年3月下旬～5月中旬,情報がありません,フルーツ・野菜収穫
547,https://niigata-kankou.or.jp/spot/42617,佐渡金銀山ガイダンス施設「きらりうむ佐渡」,https://niigata-kankou.or.jp/image/rendering/attraction_image/65281/trim.900/3/2?v=838020e1cf31998beb3565b0bccdffc9ab6e9bdc,38.0299917,138.24060199999997,情報なし,"歴史・文化, 観光施設",情報なし,情報なし,情報がありません,情報がありません,デジタルアーカイブ、ガイドアプリは英語、中国語（簡体、繁体）、韓国語の4か国語対応。,観光施設
550,https://niigata-kankou.or.jp/spot/42515,逸見酒造,https://niigata-kankou.or.jp/image/rendering/attraction_image/64776/trim.900/3/2?v=a11a8b54c040573e930ee58e4f1f062c1ebf7210,37.9737844,138.34815709999998,佐渡エリア,"グルメ・ガストロノミー, 酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
552,https://niigata-kankou.or.jp/spot/31176,月あかりの庭,https://niigata-kankou.or.jp/image/rendering/attraction_image/10780/trim.900/3/2?v=14ee4dc2f02a4fe03d07df2e793bffc064d88c0c,37.87977219890306,139.3107651206543,村上・新発田エリア,"公園, 温泉地","夫婦, 女性, ファミリー",情報なし,情報がありません,情報がありません,情報がありません,温泉・サウナ
557,https://niigata-kankou.or.jp/spot/10008,株式会社Ripifarm 高橋巨峰園,https://niigata-kankou.or.jp/image/rendering/attraction_image/8751/trim.900/3/2?v=d35137041e7e4df3407fd7ed575720bec9eb6fac,37.960436,139.265152,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1日～10月中旬,【聖籠町観光ぶどう園協議会員】,フルーツ・野菜収穫
558,https://niigata-kankou.or.jp/spot/10023,岩良農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/19188/trim.900/3/2?v=4ba4ef4e147eacbe20ae770f0a684d12bc6f53a0,37.959155,139.26585,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1日～10月中旬,情報がありません,フルーツ・野菜収穫
559,https://niigata-kankou.or.jp/spot/12413,淡路農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/19176/trim.900/3/2?v=b64ecfe03475833f344231224cd267132d4a3517,37.95994955017673,139.2667635222185,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"ぶどう狩り, 味覚狩り",情報がありません,2023年9月1日～10月中旬,巨峰、紅瑞宝、ロザリオビアンコ、シャインマスカット、シナノスマイル、スチューベン、キャンベルアーリーなど約15種類,フルーツ・野菜収穫
561,https://niigata-kankou.or.jp/spot/12257,ぶどうスキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/3732/trim.900/3/2?v=da00c1943bf3eb4781c6e51ece241ead3dfba27d,38.3900577,139.5548786,村上・新発田エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月23日（土曜日）オープン予定_x000D_
2024年3月3日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
562,https://niigata-kankou.or.jp/spot/10007,小林農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/8752/trim.900/3/2?v=ac424fdf56a02531b83772cb8a5da1a7dd273d7e,37.960356,139.267448,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1日～9月下旬,"●受入人数：最大50人まで
_x000D_
【聖籠町観光ぶどう園協議会員】",フルーツ・野菜収穫
565,https://niigata-kankou.or.jp/spot/10010,坂上ぶどう園,https://niigata-kankou.or.jp/image/rendering/attraction_image/8706/trim.900/3/2?v=f97da1e488192fdc1681ab033ac2d1456ba12d37,37.961352,139.26825,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1日～10月上旬,情報がありません,フルーツ・野菜収穫
566,https://niigata-kankou.or.jp/spot/10013,天野さくらんぼ狩り園,https://niigata-kankou.or.jp/image/rendering/attraction_image/145765/trim.900/3/2?v=313dcd12a7c172bbaf93505e08e549acb1ba6ce1,37.9612980,139.27011816,村上・新発田エリア,"グルメ・ガストロノミー, フルーツ・野菜収穫","夫婦, 女性, ファミリー","味覚狩り, さくらんぼ狩り",情報がありません,情報がありません,300坪の畑でも半日で無くなりますので、直売所で当日の食べ頃の畑をご案内します。,フルーツ・野菜収穫
567,https://niigata-kankou.or.jp/spot/10017,田中農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/29902/trim.900/3/2?v=d11df264f23dc80faaac4a0bb774d53338ab58b4,37.959705,139.266429,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1日（金曜日）～9月下旬,"●受入人数：最大30名様まで_x000D_
【聖籠町観光ぶどう園協議会員】",フルーツ・野菜収穫
569,https://niigata-kankou.or.jp/spot/5677,今井観光栗園,https://niigata-kankou.or.jp/image/rendering/attraction_image/8622/trim.900/3/2?v=597769999bd791dc3cc39b45289f1a1e7a0c04aa,37.6853109,139.1192806,新潟・阿賀エリア,フルーツ・野菜収穫,"夫婦, 女性, ファミリー","味覚狩り, 栗拾い",情報がありません,2023年9月9日（土曜日）～10月上旬,情報がありません,フルーツ・野菜収穫
571,https://niigata-kankou.or.jp/spot/7232,荒川峡ブドウ園,https://niigata-kankou.or.jp/image/rendering/attraction_image/29900/trim.900/3/2?v=a1ff3c63405316369f715b26b13ed886808cb424,38.08852213,139.5855365,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年8月29日（火曜日）～9月下旬,情報がありません,フルーツ・野菜収穫
572,https://niigata-kankou.or.jp/spot/12441,松之山温泉郷,https://niigata-kankou.or.jp/image/rendering/attraction_image/156466/trim.900/3/2?v=482f80de15d81f86b8851eb41b3cf8ff230bffe8,37.06469768402,138.5990524292,湯沢・魚沼エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム・カルシウム-塩化物泉_x000D_
 ●主な効能：筋肉痛、関節痛、冷え性、疲労回復等_x000D_
 ●泉温：約90度",温泉・サウナ
579,https://niigata-kankou.or.jp/spot/43099,あてま森と水辺の教室ポポラ,https://niigata-kankou.or.jp/image/rendering/attraction_image/152230/trim.900/3/2?v=2bc9b1771a53aa1e22c880d9b5a53f31a1c92c37,37.0482375,138.7384735,湯沢・魚沼エリア,"観光施設, 自然体験",情報なし,情報なし,情報がありません,情報がありません,情報がありません,観光施設
581,https://niigata-kankou.or.jp/spot/14405,寺泊温泉（寺泊温泉郷）,https://niigata-kankou.or.jp/image/rendering/attraction_image/151655/trim.900/3/2?v=1c0a0abde90c9f35148f193a8c43d31f3c8c5150,37.67211935540132,138.78139265767211,長岡・柏崎エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム-塩化物泉
●効能：神経痛、筋肉痛、慢性皮膚病、慢性婦人病、疲労回復",温泉・サウナ
599,https://niigata-kankou.or.jp/spot/10243,アドバンファームしばた,https://niigata-kankou.or.jp/image/rendering/attraction_image/19508/trim.900/3/2?v=4e8b744c17f39f98746761c611f182050edc9667,37.915205,139.333549,村上・新発田エリア,"フルーツ・野菜収穫, 食べる","夫婦, 女性, ファミリー",いちご狩り,情報がありません,2023年2月17日（金曜日）～5月下旬,情報がありません,フルーツ・野菜収穫
601,https://niigata-kankou.or.jp/spot/7034,越つかの酒造（株）／「代々泉」,https://niigata-kankou.or.jp/image/rendering/attraction_image/22771/trim.900/3/2?v=912983455295bbac146ba62cef9aeda82313af90,37.79685,139.197845,新潟・阿賀エリア,"地酒・地ビール・ワイン,おみやげ,酒蔵見学,体験",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
610,https://niigata-kankou.or.jp/spot/7043,笹祝酒造（株）／「笹祝」,https://niigata-kankou.or.jp/image/rendering/attraction_image/122193/trim.900/3/2?v=25830cc56b3dd751611a932a5d2979b496898a52,37.79728,138.87164,新潟・阿賀エリア,"グルメ・ガストロノミー, ショッピング, 地酒・地ビール・ワイン, 酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,※酒蔵見学は受け付けておりません。,酒蔵見学
617,https://niigata-kankou.or.jp/spot/5703,下条川ダム,https://niigata-kankou.or.jp/image/rendering/attraction_image/1516/trim.900/3/2?v=2493bb0a979daa913790e778410e8e874421ab12,37.6312835,139.0636325,弥彦・燕三条エリア,"自然・景観,釣り,動植物園・水族館,新潟県の桜・お花見ガイド,川・滝・湖",ユニバーサルデザイン情報有,情報なし,情報がありません,情報がありません,"●通常深度：14.5m_x000D_
●最高深度：21.5m",動植物園・水族館
618,https://niigata-kankou.or.jp/spot/5605,マミヤ園,https://niigata-kankou.or.jp/image/rendering/attraction_image/29731/trim.900/3/2?v=e924edbd3aff149ade726793536fdc896f8ef66c,37.694688,138.981857,新潟・阿賀エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り, 梨狩り",情報がありません,※休園中,情報がありません,フルーツ・野菜収穫
625,https://niigata-kankou.or.jp/spot/8913,尾畑酒造,https://niigata-kankou.or.jp/image/rendering/attraction_image/62363/trim.900/3/2?v=c8c5052d7a4c6e4285370f6b2a0edaed3660d040,37.9632971,138.34480359999998,佐渡エリア,"酒蔵見学, 地酒・地ビール・ワイン, おみやげ",情報なし,情報なし,情報がありません,情報がありません,ビデオにて酒造り工程をご紹介,酒蔵見学
642,https://niigata-kankou.or.jp/spot/10027,坂正農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/29901/trim.900/3/2?v=be806c9800a1da4b9ba3396ee0a499f5e032029d,37.960466,139.263586,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1日～10月中旬,情報がありません,フルーツ・野菜収穫
643,https://niigata-kankou.or.jp/spot/10022,誠樹園,https://niigata-kankou.or.jp/image/rendering/attraction_image/22356/trim.900/3/2?v=237eca808fc017d281a0fbe9afab13259e2fbfa6,37.960271,139.266472,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1日～10月中旬,情報がありません,フルーツ・野菜収穫
646,https://niigata-kankou.or.jp/spot/10191,まるはん伊藤農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/24045/trim.900/3/2?v=338fc55ccda5d7d0559dc77685f708b9c8656079,37.962208,139.266365,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り",情報がありません,2023年9月1日（金曜日）～10月中旬,"※ブドウが無くなり次第営業終了となります。そのため、状況によっては営業期間が早く終了する場合があります。_x000D_
※お越しになる前にブドウの状況をご確認ください。",フルーツ・野菜収穫
647,https://niigata-kankou.or.jp/spot/10190,ファームくじらなみ／いちご狩り,https://niigata-kankou.or.jp/image/rendering/attraction_image/8964/trim.900/3/2?v=15a6751ace9cf2fb03f34b3a68530204a8efa0e3,37.3508549,138.5110724,長岡・柏崎エリア,"フルーツ・野菜収穫, 市場・産直",ユニバーサルデザイン情報有,"いちご狩り, ブルーベリー狩り",情報がありません,2023年1月7日（土曜日）～6月下旬,情報がありません,フルーツ・野菜収穫
653,https://niigata-kankou.or.jp/spot/43089,にとこみえーる館,https://niigata-kankou.or.jp/image/rendering/attraction_image/150939/trim.900/3/2?v=db38f753b11ad50f6083b2341adc7c19c90d4c89,37.6858526,138.7943717,長岡・柏崎エリア,観光施設,情報なし,情報なし,情報がありません,情報がありません,情報がありません,観光施設
656,https://niigata-kankou.or.jp/spot/10182,新潟市岩室観光施設 いわむろや,https://niigata-kankou.or.jp/image/rendering/attraction_image/3099/trim.900/3/2?v=2a131134fc58762074762db035d9d49b24d3a3de,37.745811,138.849506,新潟・阿賀エリア,"観光施設, 観光案内所",情報なし,情報なし,情報がありません,情報がありません,情報がありません,観光施設
659,https://niigata-kankou.or.jp/spot/7342,瑞穂農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/19196/trim.900/3/2?v=1a89bc58ad324b0c2dad9859ef52b6598f546431,37.97698689,139.2768372,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り, 梨狩り",情報がありません,2023年8月下旬～10月下旬,●受入可能人数100人まで,フルーツ・野菜収穫
664,https://niigata-kankou.or.jp/spot/10071,斉藤いちご園／いちご狩り体験,https://niigata-kankou.or.jp/image/rendering/attraction_image/135561/trim.900/3/2?v=a54febe22e0e1eedff938f3c481a044fefb04b91,37.679668,138.91334,弥彦・燕三条エリア,"フルーツ・野菜収穫, おみやげ",情報なし,いちご狩り,情報がありません,2023年3月1日（水曜日）～5月下旬,情報がありません,フルーツ・野菜収穫
668,https://niigata-kankou.or.jp/spot/10695,胎内リゾート,https://niigata-kankou.or.jp/image/rendering/attraction_image/3331/trim.900/3/2?v=fcb01a98a6f0c9ab866f7a511ffe631a043184ef,38.021929,139.500446,村上・新発田エリア,"観光施設, 新潟県の紅葉スポット",情報なし,情報なし,"新潟県の紅葉スポットの最新状況: やや見ごろ
新潟県の紅葉スポットのシーズン: 10月下旬～11月中旬",情報がありません,10月下旬～11月中旬,観光施設
